,CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192
6890,0,0,0,3,0,11,0,0,0,0,0,7,1,16,3,0,8,0,0,33,0,1,1,0,0,0,0,0,0,0,0,2,0,0,3,0,0,1,1,1,1,0
6891,0,0,3,2,0,9,0,0,0,1,0,7,0,1,57,0,12,1,2,7,1,1,19,0,0,0,0,5,0,0,0,0,0,0,1,3,0,1,0,0,0,0
6892,0,0,3,1,2,51,0,0,0,0,0,10,0,16,8,0,6,0,4,24,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,2,0,1,2,0,0,2
6893,0,10,1,2,2,20,0,0,1,0,0,6,0,2,3,0,40,0,0,2,0,0,8,0,0,0,0,0,1,0,0,0,0,0,2,0,0,1,0,1,3,1
6894,0,0,0,4,0,57,2,0,2,0,0,5,2,19,4,2,7,1,2,40,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0
6895,0,0,0,3,0,42,0,0,1,1,0,2,0,27,4,0,14,0,4,106,0,5,5,3,0,3,0,0,2,1,0,0,0,2,2,2,0,1,1,0,0,0
6896,2,0,0,1,0,34,0,0,2,0,0,1,0,20,2,3,11,0,0,21,1,0,6,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0
6897,0,4,2,0,1,19,0,0,0,0,0,8,0,1,317,0,226,0,2,4,2,0,14,0,1,0,0,0,1,2,0,1,1,4,0,2,0,0,0,0,0,0
6898,2,0,2,0,2,17,2,0,1,0,0,4,0,8,127,0,209,0,5,4,0,5,9,0,0,1,5,80,5,0,0,0,0,3,0,4,0,0,0,0,0,2
6899,0,0,1,0,4,11,3,0,0,0,0,7,0,4,189,1,64,0,0,2,1,4,5,0,1,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,1,1
6900,0,1,5,0,1,11,0,0,0,1,0,5,0,1,159,1,156,3,0,3,0,5,5,0,0,1,0,0,3,1,3,0,0,2,0,0,0,0,1,0,0,0
6901,0,0,3,4,0,1,0,0,0,0,0,1,0,10,7,2,54,1,0,0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,3,0,0,0,1,0,1,0
6902,2,0,0,4,0,29,0,1,2,0,0,2,0,49,8,2,8,0,0,21,0,0,6,0,0,1,1,1,5,0,0,0,0,3,1,0,0,0,0,0,0,1
6903,3,2,0,3,0,44,0,0,0,0,0,2,2,17,0,0,6,0,4,3,0,0,5,0,0,1,0,1,0,0,0,0,1,0,7,0,0,1,0,0,0,0
6904,2,0,0,0,0,17,0,0,0,0,0,7,0,2,159,1,238,3,4,2,0,1,14,1,0,0,0,0,1,1,3,1,2,0,0,1,0,0,0,0,1,0
6905,0,0,0,0,2,5,0,1,0,2,0,6,3,6,257,3,93,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
6906,0,0,1,0,1,6,2,0,0,0,0,10,0,3,159,3,99,2,2,0,0,1,1,0,0,2,0,0,0,0,2,1,1,0,0,9,0,1,0,0,2,0
6907,13,0,0,0,3,8,0,0,13,0,0,7,0,42,7,0,15,0,2,77,1,1,1,0,0,0,0,0,2,0,0,0,0,4,1,0,0,1,1,0,0,0
6908,1,5,0,1,0,11,2,0,1,0,0,5,0,5,31,1,78,1,3,0,0,4,111,60,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
6909,3,0,2,4,0,49,0,0,0,0,0,1,0,31,2,0,6,0,0,28,0,1,1,2,0,1,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0
6910,0,0,2,2,0,28,0,1,1,0,0,6,0,5,1,0,7,0,2,30,0,0,2,1,0,0,5,27,0,0,0,1,0,0,1,0,0,0,2,0,0,0
6911,3,3,3,0,0,24,0,0,0,0,0,9,0,5,17,0,107,0,0,0,1,0,3,1,1,1,3,49,0,2,0,0,0,0,0,6,0,1,0,0,1,1
6912,0,0,3,0,0,61,2,0,0,1,0,5,0,17,9,0,13,2,0,22,0,2,1,0,0,0,1,1,2,0,0,0,0,0,2,0,0,1,0,0,0,0
6913,0,0,0,4,0,13,0,0,1,0,0,5,1,17,3,0,6,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,3,0,1
6914,0,0,2,4,0,45,2,0,3,1,0,2,0,12,1,2,8,0,2,24,0,0,2,0,0,1,0,2,2,0,0,1,0,0,3,2,0,0,1,0,1,0
6915,2,0,1,0,1,29,0,0,1,0,0,6,0,8,4,2,4,0,0,23,1,1,7,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0
6916,2,0,3,4,0,107,0,0,0,1,0,3,0,8,3,5,9,1,3,0,0,1,2,3,0,0,2,3,0,0,0,0,0,0,5,0,0,0,4,1,2,0
6917,2,0,0,2,0,18,0,0,1,0,0,5,0,12,6,2,13,0,0,38,0,0,1,0,0,1,0,9,0,0,0,0,0,0,3,2,0,0,4,0,1,0
6918,0,2,0,4,0,12,0,0,1,1,0,1,1,13,2,0,4,0,0,12,0,1,1,0,0,1,0,0,0,0,0,3,0,0,3,0,0,1,0,0,0,0
6919,0,2,0,0,2,5,0,0,0,1,0,7,1,3,196,0,40,3,5,4,0,1,5,0,1,2,0,3,0,0,2,2,0,5,0,0,0,0,0,0,0,2
6920,2,0,0,0,0,21,0,0,0,0,0,10,0,346,160,1,127,1,0,26,2,0,10,0,0,1,0,0,2,1,2,0,0,0,0,3,0,2,3,0,0,0
6921,0,0,0,0,0,42,2,1,0,2,0,5,0,37,2,2,16,1,0,51,0,0,5,0,0,1,0,0,2,1,0,0,0,0,2,2,0,0,1,1,0,3
6922,0,0,0,0,0,6,0,0,0,1,0,4,0,0,25,0,13,1,0,0,0,0,1,0,0,0,1,22,0,0,0,0,0,0,1,0,0,1,0,0,0,0
6923,0,0,0,0,0,15,0,0,0,0,0,4,0,4,21,0,104,1,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,5,2,0,0,1,0,0,0
6924,0,0,0,2,2,7,0,0,0,2,0,9,0,3,211,2,27,2,4,0,0,0,6,0,0,1,0,0,3,0,3,0,0,0,0,4,0,0,0,0,1,1
6925,0,0,1,1,0,0,3,1,0,0,0,6,1,11,15,2,9,1,0,21,0,0,1,0,0,0,0,0,3,0,0,1,0,0,2,0,0,0,0,0,0,0
6926,2,0,0,7,0,10,0,0,1,0,0,6,1,41,7,2,14,1,0,30,1,1,5,1,0,0,0,1,0,1,0,0,0,2,0,2,0,1,0,1,0,1
6927,4,0,3,1,0,44,0,0,1,0,0,4,0,44,0,0,11,1,3,11,0,0,1,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0
6928,7,0,5,2,2,43,0,0,5,0,0,16,1,49,119,3,67,0,1,77,2,1,9,0,0,0,1,13,2,0,0,0,1,1,0,0,0,3,2,0,0,0
6929,3,0,0,2,0,24,0,0,1,0,0,5,1,21,0,0,11,1,0,43,1,2,7,0,0,0,0,0,0,0,2,0,1,0,3,0,1,0,2,1,0,0
6930,6,2,5,1,0,23,4,1,5,3,0,13,2,22,10,3,109,2,5,0,2,0,8,1,0,1,0,0,0,0,2,2,1,1,9,2,0,0,2,2,4,0
6931,0,0,2,0,1,11,0,0,0,2,0,4,1,5,54,0,141,1,0,2,0,0,8,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,1,1
6932,0,0,1,0,0,12,0,0,0,1,0,4,0,4,140,2,116,2,0,0,0,1,2,0,0,0,0,0,3,0,2,1,0,0,0,3,0,1,0,0,0,1
6933,0,0,0,5,0,5,0,0,2,0,1,9,1,24,5,0,6,0,0,51,0,1,1,0,0,0,1,0,3,0,0,1,0,0,1,2,1,1,1,0,0,3
6934,3,0,0,0,0,41,0,0,3,3,0,9,0,25,8,4,18,0,0,23,0,3,2,0,0,1,1,0,2,0,0,0,0,0,5,2,0,1,6,3,0,1
6935,0,0,2,0,0,3,0,0,1,0,0,3,1,4,1,0,70,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,1,1,0
6936,0,0,0,2,2,1,0,0,1,0,0,4,0,4,41,0,103,1,0,2,0,0,4,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0
6937,2,2,0,0,2,4,2,0,0,2,0,7,1,8,387,2,35,1,6,3,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6938,1,3,1,0,1,7,2,0,0,0,0,4,0,2,241,1,140,1,0,1,2,0,6,1,0,1,0,0,0,0,2,2,1,0,0,3,0,0,1,0,0,1
6939,10,0,0,0,2,28,0,1,6,0,0,2,0,41,6,0,7,0,2,39,1,1,2,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,1,1,1,0
6940,0,2,1,0,0,23,0,0,16,0,0,8,0,3,4,2,80,3,2,0,0,0,1,0,0,0,0,0,0,0,3,0,0,4,1,2,0,5,2,0,1,0
6941,2,2,0,3,0,34,0,1,1,0,0,1,2,26,3,0,14,0,0,64,2,0,8,0,0,0,0,0,3,0,0,0,0,2,0,3,0,3,3,0,0,2
6942,0,0,0,2,0,15,0,0,1,0,0,4,0,6,5,2,4,0,0,10,0,0,4,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0
6943,4,0,0,3,0,16,0,0,1,1,0,4,1,14,5,0,10,0,2,40,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0
6944,0,0,2,1,2,33,0,0,0,0,0,8,0,19,9,0,11,0,0,24,0,1,1,1,1,0,0,0,0,0,0,1,0,4,2,0,1,0,0,0,0,0
6945,21,2,0,2,0,11,0,1,8,0,0,5,0,47,2,2,23,0,4,52,3,3,2,0,0,1,0,0,0,0,2,0,0,2,3,2,0,0,2,0,0,1
6946,2,2,2,0,0,9,0,0,0,1,0,7,1,6,511,3,28,2,0,0,0,0,6,0,0,1,0,0,3,0,0,2,0,0,0,6,0,0,1,0,0,6
6947,2,0,0,0,0,10,0,0,0,0,0,5,1,4,4,0,108,0,0,0,0,0,1,0,0,0,1,5,2,1,2,0,0,0,8,0,0,0,0,0,0,1
6948,0,7,2,2,0,33,0,0,2,0,0,8,0,36,4,0,18,2,2,22,1,1,2,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0
6949,0,0,0,0,0,19,3,0,0,0,0,4,0,5,266,1,149,3,2,2,1,9,32,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6950,0,0,0,2,0,8,0,0,0,1,0,4,0,2,40,0,11,0,0,0,0,2,18,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
6951,0,0,1,0,0,9,0,0,1,0,0,3,0,21,3,2,3,0,0,23,0,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
6952,2,2,2,2,0,17,2,1,2,1,0,2,0,34,6,2,7,0,0,8,0,0,2,0,0,0,0,0,0,0,0,1,0,0,6,0,1,0,0,1,0,0
6953,0,3,0,0,0,29,0,0,0,0,0,13,0,1,108,1,152,1,0,2,0,0,7,0,0,1,0,0,0,0,3,0,1,4,1,0,0,0,2,0,0,0
6954,0,0,0,0,3,3,2,0,1,0,0,6,0,4,155,0,46,2,2,3,0,2,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
6955,0,2,2,0,0,5,2,1,1,1,0,10,0,4,272,0,31,1,5,2,1,0,2,0,0,0,0,3,0,0,0,0,1,4,0,2,0,0,1,0,0,0
6956,3,0,2,6,0,27,0,0,2,1,0,7,2,44,1,0,18,0,0,28,0,2,7,0,0,1,0,0,0,0,0,0,0,0,8,2,0,0,0,0,0,0
6957,0,3,0,0,0,18,2,0,0,0,0,17,1,1,4,1,111,0,4,0,0,0,1,0,2,2,0,0,0,0,0,0,1,0,4,0,0,0,2,0,2,0
6958,0,0,0,2,0,8,0,0,0,1,0,1,0,6,3,0,7,0,0,24,0,0,1,1,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0
6959,9,0,3,6,0,10,0,0,6,1,0,3,0,61,7,0,23,0,7,48,1,1,7,4,0,0,0,0,0,0,0,0,0,0,8,2,0,0,1,0,0,0
6960,0,0,3,1,1,35,0,0,2,0,1,1,1,11,0,0,9,0,0,25,1,0,4,1,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,1,0,1
6961,8,0,2,0,2,25,0,0,8,0,0,8,4,56,4,0,13,0,1,90,0,0,3,3,0,1,1,4,0,0,0,1,0,3,1,0,0,0,3,1,3,1
6962,2,0,1,1,2,62,2,0,0,0,0,6,0,16,3,0,5,0,2,47,2,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0
6963,3,0,2,0,3,30,2,0,2,0,0,14,0,14,598,0,46,1,4,30,1,1,3,0,0,0,2,3,3,0,0,1,0,0,0,6,0,0,3,0,0,1
6964,2,0,0,1,5,38,0,0,1,1,0,6,1,14,6,0,17,0,0,13,0,1,2,0,0,0,0,0,0,1,0,0,0,0,6,0,0,5,0,0,0,0
6965,1,0,2,0,0,29,0,0,0,0,0,3,0,21,7,0,11,0,0,42,2,0,1,1,0,1,0,0,3,1,1,0,1,0,0,1,0,0,1,1,0,1
6966,2,0,0,1,0,8,0,0,1,2,0,2,0,3,77,2,18,0,5,37,0,6,55,0,0,0,2,6,0,0,0,0,0,4,0,0,0,0,1,2,0,1
6967,0,0,0,3,0,16,0,0,1,1,0,1,1,7,6,0,5,0,0,36,1,2,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,2,0,0
6968,0,0,0,2,2,6,2,0,3,1,0,9,0,12,6,2,6,1,0,37,0,2,7,0,0,0,0,9,0,1,2,0,0,0,0,0,0,1,1,3,0,0
6969,2,0,0,0,0,31,2,1,0,1,0,4,0,17,3,0,9,0,0,22,0,0,1,1,0,0,0,0,6,0,0,4,0,0,1,0,0,1,1,1,0,1
6970,0,2,0,1,0,11,0,1,3,1,0,1,0,5,4,2,25,1,0,2,0,1,1,0,0,0,0,0,0,0,4,0,1,0,5,4,0,0,0,5,2,0
6971,2,2,2,3,2,26,0,0,0,0,0,1,0,32,2,0,15,1,2,35,0,0,5,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2
6972,1,0,1,2,0,9,0,0,0,1,0,7,1,13,2,0,8,1,2,25,0,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
6973,0,0,0,2,0,4,0,0,0,2,1,1,0,7,5,6,22,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,1,0
6974,2,0,0,1,0,21,0,0,1,0,0,8,1,21,3,2,7,0,4,29,0,0,2,1,0,1,0,3,0,0,0,0,0,0,6,0,0,1,1,0,0,1
6975,1,1,0,0,5,8,0,0,0,0,0,7,0,0,796,1,18,1,8,0,0,3,5,0,0,0,0,0,0,0,0,1,0,2,0,20,0,0,0,0,0,1
6976,1,0,0,0,4,14,2,0,0,0,0,8,0,3,507,1,145,3,4,3,2,1,5,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1
6977,0,0,2,3,0,33,0,1,1,0,0,6,1,18,4,0,7,0,2,73,1,0,2,0,0,1,0,0,3,0,0,0,0,0,3,2,0,1,1,1,0,0
6978,2,0,2,6,0,94,0,1,0,0,0,13,1,37,19,0,23,0,1,39,3,0,8,0,0,1,0,0,2,1,2,2,2,1,21,0,0,3,1,1,0,1
6979,0,0,0,0,0,24,0,0,0,0,0,11,1,3,244,2,14,0,2,0,0,1,6,1,1,1,0,0,2,0,0,0,0,2,0,2,0,0,0,1,0,0
6980,0,0,1,0,2,5,0,0,0,0,0,10,0,3,59,0,89,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6981,2,0,2,0,0,48,0,0,0,0,0,8,0,20,6,0,8,1,2,46,1,2,2,0,0,0,4,8,4,0,0,0,0,0,1,0,0,1,1,2,0,1
6982,0,0,0,1,0,4,0,0,0,1,0,1,0,5,120,3,11,2,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,3,0,0,2,0,2,0,0
6983,4,0,0,0,0,13,0,1,5,0,0,6,1,30,7,0,5,0,2,17,0,1,4,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0
6984,0,2,1,0,0,7,0,1,0,0,0,4,0,1,142,2,12,0,0,2,0,3,1,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,1,0,0,1
6985,0,2,0,0,0,5,2,0,0,0,0,4,1,4,123,2,27,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,1
6986,0,0,1,0,0,5,0,0,1,0,0,4,0,5,2,2,104,0,2,0,0,0,4,0,0,0,1,2,3,0,4,0,1,0,5,2,0,2,1,0,5,1
6987,5,2,0,16,0,23,2,0,7,1,0,4,2,68,9,1,25,0,1,27,2,0,3,0,0,0,0,0,0,0,0,0,1,1,16,0,0,0,4,0,0,1
6988,2,0,0,1,2,33,0,1,1,0,0,4,0,27,2,0,5,0,5,47,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
6989,0,0,1,0,0,16,0,0,0,1,0,1,1,1,166,0,127,1,0,2,3,0,18,13,0,1,0,0,0,0,2,0,0,0,3,2,0,0,1,0,0,0
6990,0,0,1,0,0,31,0,0,1,1,0,6,0,3,50,0,60,1,2,0,1,7,5,0,0,3,0,0,2,0,2,0,0,0,1,2,0,1,0,1,0,0
6991,2,0,3,3,2,13,0,0,2,2,0,7,1,22,1,0,6,0,0,14,0,1,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0
6992,2,2,0,1,0,48,0,0,1,1,0,5,0,25,2,2,7,0,4,46,0,0,11,0,0,1,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2
6993,0,2,0,0,0,8,0,1,0,0,0,1,0,8,33,0,72,1,2,2,0,0,4,1,0,0,0,0,0,0,0,0,0,0,5,3,0,0,1,0,0,0
6994,2,0,1,1,1,5,0,0,0,0,0,6,0,5,168,2,4,0,0,8,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
6995,2,0,0,0,0,41,2,1,0,0,0,1,0,24,3,0,13,0,3,20,0,1,4,2,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,0
6996,2,8,4,0,2,64,4,0,0,0,643,22,0,11,177,6,255,6,6,3,2,8,12,1,2,1,0,1,2,1,5,0,0,1,0,4,0,3,1,0,3,0
6997,2,0,3,5,0,14,0,0,15,0,0,5,0,12,6,2,80,1,2,2,1,0,8,0,0,0,0,0,3,1,0,1,0,0,1,0,0,2,3,2,0,2
6998,0,2,0,3,0,29,2,0,2,1,1,4,2,18,8,1,32,0,5,24,0,3,3,1,0,0,7,18,7,0,0,13,0,1,3,0,0,2,3,0,0,1
6999,0,4,2,0,0,12,2,0,0,0,0,6,1,5,0,3,141,5,2,0,0,0,1,0,0,1,0,0,0,0,0,1,0,2,5,0,0,1,3,0,4,1
7000,0,0,0,0,0,3,0,0,0,0,0,3,2,5,13,1,119,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
7001,0,2,1,0,2,16,0,0,2,1,0,7,1,10,10,0,117,1,0,2,0,0,2,1,0,1,1,0,0,0,0,0,0,0,1,3,0,0,2,1,1,0
7002,6,5,1,0,0,36,0,0,1,0,0,18,2,46,12,1,39,2,4,22,0,0,12,0,0,0,0,0,4,0,0,2,0,1,205,1,0,2,0,2,0,1
7003,0,0,0,3,0,35,0,0,0,0,0,2,2,9,8,8,8,0,3,20,0,0,2,3,0,3,1,10,0,0,0,0,0,0,4,0,0,1,0,0,0,0
7004,0,0,0,0,1,8,2,0,0,0,0,7,0,2,104,0,93,2,3,4,0,5,6,0,0,0,0,0,0,0,0,1,1,3,0,2,0,0,0,0,1,0
7005,3,0,0,0,2,48,0,0,2,0,0,8,0,28,6,0,14,1,2,105,0,0,7,1,0,0,0,0,4,0,2,0,0,0,0,4,0,1,1,0,0,1
7006,3,0,0,1,0,14,0,0,6,1,0,5,1,26,5,0,5,0,0,24,1,1,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0
7007,2,0,1,1,3,25,0,2,3,0,0,13,0,11,148,2,159,0,0,0,0,4,12,0,0,2,0,0,4,0,2,0,0,0,3,0,0,0,2,0,0,1
7008,0,0,0,2,0,5,0,0,1,0,0,2,0,9,126,2,18,0,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,1,0,0,0
7009,9,0,0,2,2,27,0,0,9,1,0,11,0,39,14,0,17,1,0,36,0,0,2,1,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,1,0,0
7010,0,0,0,0,0,16,0,0,0,0,0,7,0,23,23,0,76,2,2,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0
7011,0,0,3,5,0,28,0,0,0,0,0,1,0,14,4,2,5,1,0,17,1,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0
7012,2,2,3,3,2,30,2,1,0,2,0,6,0,18,6,2,11,1,3,73,1,0,7,2,0,3,0,0,9,1,0,2,0,0,0,3,0,0,1,0,0,1
7013,1,0,1,2,0,23,2,1,0,0,0,4,0,13,3,0,8,0,0,30,0,1,1,1,0,1,0,0,8,0,0,6,0,0,0,0,0,1,0,0,0,0
7014,0,1,1,0,0,3,2,1,0,1,0,4,0,1,239,1,115,2,0,1,1,4,1,0,1,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1
7015,0,0,0,3,0,29,0,0,2,0,0,4,0,12,2,0,10,1,2,11,0,1,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
7016,0,2,0,3,3,13,0,0,1,1,0,2,0,6,145,2,17,3,3,4,0,7,65,1,0,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,2
7017,16,8,9,0,13,43,24,3,2,7,0,66,4,21,535,11,201,23,37,19,8,4,65,2,5,5,0,0,16,10,19,8,3,12,0,11,0,3,1,0,11843,3
7018,0,0,2,0,0,10,0,0,0,1,0,6,0,7,63,0,53,2,3,4,0,6,53,18,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
7019,0,0,0,0,0,22,0,1,2,0,0,1,1,16,5,0,9,1,0,46,1,1,4,0,1,0,0,0,5,0,0,0,1,0,4,2,1,0,1,0,0,0
7020,2,2,2,3,4,66,0,0,1,0,0,6,2,25,3,0,9,0,3,43,1,0,2,0,0,0,1,3,2,0,0,0,2,3,1,2,0,0,1,1,0,1
7021,0,0,2,0,0,41,0,1,0,0,1,1,0,26,3,0,5,0,0,51,0,0,4,1,1,0,0,0,1,0,0,0,0,2,1,0,0,1,1,1,0,0
7022,0,0,0,0,0,5,0,0,0,0,0,2,0,0,2,0,58,1,0,0,0,1,3,0,0,2,1,0,2,0,1,0,0,0,0,1,0,0,1,0,0,1
7023,0,12,3,0,7,792,3,0,421,0,0,35,0,859,2,5,72,0,15,34,2,0,11,0,2,0,0,0,10,1,3,5,0,2,0,6,0,39,36,3,0,0
7024,3,0,0,2,2,16,0,0,8,0,0,10,1,49,1,0,18,0,3,45,1,1,7,0,0,3,0,4,0,0,0,0,0,0,2,0,0,0,2,0,2,0
7025,2,2,2,1,0,10,0,0,1,1,0,6,271,5,3,2,18,0,0,2,0,6,7,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1
7026,0,0,0,5,0,18,0,0,0,1,0,5,1,17,4,2,6,0,2,18,0,0,1,0,0,0,0,0,2,0,0,1,0,2,4,2,1,0,0,0,1,2
7027,0,0,0,1,2,15,0,0,2,1,0,6,0,31,5,0,14,0,2,44,0,1,2,0,0,1,0,6,0,0,0,0,0,0,1,2,0,1,0,1,0,0
7028,5,0,0,2,2,14,0,0,3,2,0,15,1,23,4,3,9,0,3,33,0,0,2,0,0,0,4,4,0,0,0,0,0,0,3,0,0,1,2,1,1,0
7029,2,0,0,2,3,13,0,0,0,1,0,5,0,9,4,3,10,0,0,14,0,0,1,0,0,0,1,1,1,0,0,0,0,0,2,0,0,1,0,1,0,1
7030,0,0,0,13,0,57,3,0,0,0,0,1,1,2,0,2,4,2,2,2,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0,0,0,1,19,0,1,2
7031,0,0,0,0,0,4,0,1,0,0,0,3,0,2,185,0,39,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0
7032,0,0,3,0,3,5,0,0,0,0,0,6,0,5,94,4,26,1,4,9,0,6,98,0,1,0,0,0,0,0,0,0,0,2,0,3,0,1,0,0,1,0
7033,0,9,3,0,3,48,2,1,5,5,0,17,2,30,14,5,89,0,3,5,2,0,19,1,0,1,0,0,0,0,2,1,0,3,4,2,0,2,5,3,2,1
7034,20,0,4,0,3,15,0,0,10,0,0,2,3,45,2,0,17,2,2,104,0,3,5,0,1,2,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,2
7035,0,2,0,2,0,16,2,0,1,1,0,1,1,9,6,0,9,0,0,0,0,1,4,1,0,3,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0
7036,0,0,0,0,2,53,2,0,0,1,0,1,0,12,3,2,11,0,3,23,0,1,1,1,0,1,0,0,3,0,0,0,1,0,2,0,0,0,2,1,0,0
7037,0,5,2,1,0,19,0,0,0,1,0,1,1,34,0,0,5,0,0,2,0,0,1,0,1,0,0,0,0,0,2,0,0,0,12,3,0,0,0,0,1,1
7038,3,0,2,2,0,17,0,0,1,1,0,2,2,51,5,0,8,1,2,32,0,0,5,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,1,0,0
7039,0,0,0,10,0,25,0,0,2,0,1,1,1,8,3,0,12,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1
7040,0,0,0,1,0,22,0,0,0,1,0,1,0,19,5,0,12,1,2,27,1,0,1,0,0,0,0,0,1,0,0,1,0,0,5,2,0,0,1,0,0,0
7041,0,2,0,3,2,27,2,0,1,0,0,5,1,27,7,0,7,0,2,24,0,1,2,0,0,0,0,1,0,0,0,0,0,2,0,3,0,0,1,0,0,4
7042,5,2,0,3,0,7,3,0,1,0,0,7,0,43,5,2,11,0,0,2,0,0,5,0,0,1,0,0,0,1,3,0,0,0,3,2,0,0,1,0,0,0
7043,0,0,0,4,0,31,0,4,0,0,0,11,0,27,5,0,20,1,3,52,0,1,2,0,0,1,2,2,2,0,0,0,0,0,3,2,0,0,0,0,0,1
7044,3,0,3,1,3,13,0,1,12,0,0,5,0,42,2,2,6,0,0,93,1,1,5,0,0,2,0,0,0,0,2,0,0,0,0,2,0,0,1,1,0,0
7045,2,0,1,0,4,6,2,0,0,3,0,10,0,3,366,2,109,1,4,5,0,5,10,0,1,2,0,0,0,0,0,1,1,3,0,2,0,3,1,0,0,0
7046,4,0,0,1,0,17,0,1,1,1,0,5,0,24,13,2,12,1,0,59,0,2,15,1,1,0,0,0,3,0,0,6,1,0,1,0,0,0,2,1,0,1
7047,2,0,0,3,0,8,0,0,8,0,0,8,0,12,3,2,13,0,0,59,2,3,2,0,0,0,0,0,2,0,2,0,0,0,6,0,0,0,3,1,1,0
