CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192,Species,Sample
0,0,0,0,1,9,0,0,1,0,0,4,0,3,9,0,11,1,0,2,0,0,1,0,0,1,1,3,1,0,0,0,0,0,3,1,0,1,2,0,0,0,HUMAN,EtOH1
0,0,2,3,0,5,1,1,2,1,1,3,1,7,25,1,13,0,0,1,0,1,3,0,0,1,0,2,0,0,0,0,0,0,3,1,0,0,0,0,0,0,HUMAN,EtOH1
0,0,3,1,1,61,0,0,6,4,0,16,1,11,26,3,31,2,1,3,1,1,4,2,0,2,0,6,0,0,0,0,0,4,3,5,0,0,0,0,1,1,HUMAN,EtOH1
1,0,0,0,1,23,1,0,2,1,1,5,0,7,28,0,10,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,2,0,0,1,1,1,1,HUMAN,EtOH1
1,0,0,1,1,10,1,0,2,1,1,2,0,5,18,0,13,0,1,3,0,0,2,0,0,0,0,2,3,1,0,0,0,1,1,2,0,1,2,0,0,0,HUMAN,EtOH1
0,2,2,0,3,9,0,0,2,1,1,5,0,5,11,2,11,0,0,2,0,1,1,1,0,0,0,3,0,0,0,1,0,1,1,1,0,0,2,0,2,0,HUMAN,EtOH1
0,0,0,1,0,4,1,0,0,0,0,4,0,1,4,1,8,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,1,0,1,0,HUMAN,EtOH1
1,0,1,1,0,22,0,1,3,1,0,9,1,6,21,1,14,1,1,6,0,1,2,0,0,1,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,HUMAN,EtOH1
1,0,5,0,3,41,1,0,4,3,0,11,3,9,17,2,31,2,2,4,0,2,2,0,0,8,0,7,2,1,1,2,0,1,2,1,0,0,2,2,1,0,HUMAN,EtOH1
0,0,4,1,3,7,0,0,4,1,0,5,1,9,12,5,15,1,3,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,2,1,HUMAN,EtOH1
1,0,0,1,1,11,0,0,0,0,0,5,0,3,12,2,7,0,3,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,HUMAN,EtOH1
0,1,4,0,2,74,0,0,5,0,0,12,1,7,17,2,22,0,2,6,2,5,1,0,0,2,0,5,0,0,1,0,0,1,1,3,0,0,2,0,0,0,HUMAN,EtOH1
0,1,2,1,1,45,1,1,3,3,0,11,1,11,27,6,29,1,2,6,0,4,2,1,0,5,0,7,0,0,0,2,0,0,0,4,0,2,3,0,2,1,HUMAN,EtOH1
0,1,2,0,0,9,0,0,0,2,0,7,1,4,13,3,10,0,2,2,0,0,1,1,0,1,0,0,1,0,0,2,0,1,3,2,0,1,1,0,0,0,HUMAN,EtOH1
2,0,0,1,0,23,0,0,2,0,1,7,0,6,14,2,19,0,0,1,0,0,6,1,0,0,0,4,0,0,0,0,1,0,4,3,0,0,1,0,0,0,HUMAN,EtOH1
0,2,1,0,2,13,0,0,1,0,0,5,1,6,14,1,20,0,0,6,1,1,1,0,0,0,0,3,0,0,0,1,0,0,2,0,0,0,1,0,0,1,HUMAN,EtOH1
1,0,0,2,2,12,0,0,2,1,2,4,0,2,7,3,8,1,2,2,0,1,1,2,1,1,0,1,0,0,0,0,0,2,1,5,0,2,1,1,0,0,HUMAN,EtOH1
0,1,0,0,0,35,1,0,3,0,2,6,1,3,6,1,13,0,2,2,0,2,1,3,0,0,0,2,2,0,0,0,2,0,0,1,0,0,0,2,0,0,HUMAN,EtOH1
0,0,2,1,1,49,0,0,2,1,1,6,0,3,10,0,14,0,0,2,0,0,1,3,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,HUMAN,EtOH1
1,0,3,1,2,16,0,1,3,1,1,11,0,4,15,2,12,1,0,9,1,0,2,0,1,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,HUMAN,EtOH1
1,4,0,0,1,29,0,0,2,1,0,8,3,6,12,5,14,1,0,6,0,0,1,2,1,1,0,3,0,0,1,1,2,1,4,0,0,0,1,4,2,0,HUMAN,EtOH1
1,0,2,0,5,23,2,0,7,3,0,11,2,6,13,1,24,1,0,3,0,0,3,0,1,2,0,2,0,0,0,0,0,1,1,4,1,0,0,1,1,0,HUMAN,EtOH1
0,0,2,2,0,16,0,0,3,0,0,7,0,7,23,2,24,0,1,5,1,0,0,0,0,1,0,5,0,0,1,0,1,1,0,2,0,0,1,1,2,1,HUMAN,EtOH1
3,0,2,4,2,56,0,0,3,2,0,11,3,9,22,5,14,0,2,10,0,1,2,0,0,0,0,1,0,1,0,0,0,2,5,2,1,0,0,1,2,0,HUMAN,EtOH1
1,1,1,1,1,184,0,1,7,1,0,8,0,8,20,3,34,3,2,11,0,0,5,2,0,3,0,4,0,0,0,2,0,3,6,1,0,0,1,2,1,1,HUMAN,EtOH1
0,1,0,1,0,13,0,0,1,0,0,5,0,3,8,0,6,0,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,1,2,0,1,0,0,0,HUMAN,EtOH1
1,2,2,0,1,32,1,0,1,0,0,7,1,6,10,2,15,1,1,1,1,0,2,0,0,1,0,2,0,0,1,0,0,3,4,3,0,0,0,2,1,0,HUMAN,EtOH1
1,1,2,1,0,10,0,0,4,0,0,9,1,11,7,0,10,0,0,5,0,0,2,1,0,0,0,2,0,0,0,1,0,0,1,2,0,1,0,1,0,0,HUMAN,EtOH1
1,1,0,0,0,12,0,0,3,0,0,0,1,4,9,4,6,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,2,0,1,1,HUMAN,EtOH1
0,0,1,1,0,7,0,0,1,0,0,6,0,3,14,0,13,1,1,2,0,0,1,0,0,3,0,2,0,1,0,0,0,0,3,1,0,0,0,2,0,1,HUMAN,EtOH1
0,0,1,0,2,18,0,0,0,0,0,4,0,6,3,3,9,0,2,1,0,0,1,1,1,3,0,1,0,0,0,0,0,1,3,2,0,2,0,0,0,0,HUMAN,EtOH1
0,1,1,0,0,3,1,0,2,2,0,7,0,3,8,1,11,1,0,2,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,2,HUMAN,EtOH1
2,1,3,2,0,15,0,0,2,0,0,7,1,9,14,1,13,0,0,5,0,1,2,0,0,2,0,3,0,0,0,0,0,1,2,2,1,0,0,1,0,0,HUMAN,EtOH1
1,0,1,0,1,6,0,0,3,1,0,1,0,3,8,3,11,0,1,5,0,2,2,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,0,HUMAN,EtOH1
0,2,1,0,1,52,2,0,3,1,0,12,0,9,19,2,18,0,0,3,0,3,3,1,0,1,0,2,2,0,0,1,1,2,1,4,0,0,1,0,3,0,HUMAN,EtOH1
2,0,1,0,1,15,0,0,3,0,0,3,1,5,7,2,6,0,0,0,0,0,5,0,0,0,0,2,0,0,0,1,0,0,3,1,0,0,0,0,1,0,HUMAN,EtOH1
1,0,1,2,2,32,0,0,2,1,1,2,0,5,8,1,9,0,2,1,0,0,3,0,0,1,0,2,0,0,1,1,0,0,1,0,0,0,0,0,0,1,HUMAN,EtOH1
1,0,2,0,2,25,0,0,0,1,0,4,3,3,19,1,44,0,2,3,1,1,0,1,0,2,1,3,1,0,0,1,0,1,1,2,0,0,0,1,0,0,HUMAN,EtOH1
2,6,0,1,1,7,0,0,1,0,0,4,0,2,6,0,10,0,2,2,0,0,1,1,1,3,0,1,0,0,0,0,0,0,3,2,0,0,0,1,0,0,HUMAN,EtOH1
0,1,0,1,1,7,0,1,2,0,0,2,0,2,11,1,3,0,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,0,0,HUMAN,EtOH1
1,1,2,0,1,12,2,0,0,1,0,4,0,7,12,1,15,0,0,3,0,1,3,0,0,0,0,1,0,0,2,0,0,0,2,0,0,0,1,1,0,0,HUMAN,EtOH1
0,0,3,1,1,19,0,0,1,1,1,8,0,1,8,3,12,1,1,2,0,0,2,0,0,0,0,2,0,1,0,0,1,0,2,1,0,0,0,0,0,0,HUMAN,EtOH1
0,2,2,1,1,22,0,0,2,2,0,7,1,2,12,2,6,1,1,2,0,2,6,1,0,2,0,2,1,0,1,0,0,1,5,1,0,0,0,1,0,0,HUMAN,EtOH1
2,0,1,4,2,37,0,0,4,1,0,7,1,13,10,0,13,0,0,6,0,1,2,0,0,0,0,3,0,0,0,0,1,2,1,0,0,0,1,0,1,0,HUMAN,EtOH1
2,1,3,0,0,3,1,0,3,0,2,13,2,5,4,3,8,3,3,2,0,0,1,4,38,5,0,5,0,0,1,0,0,1,1,4,2,2,0,0,0,2,HUMAN,EtOH1
3,0,1,0,1,4,0,0,2,1,0,4,0,7,9,1,16,0,3,5,0,1,3,1,0,1,0,2,0,0,0,0,0,1,1,2,0,0,1,0,2,1,HUMAN,EtOH1
0,0,3,0,0,15,0,0,2,0,0,4,1,2,7,0,7,0,1,2,0,0,2,0,1,0,0,3,2,0,0,0,0,0,1,0,0,0,0,0,0,0,HUMAN,EtOH1
1,1,3,1,1,8,0,0,1,0,0,3,0,4,14,1,16,1,0,7,0,2,2,1,0,0,0,4,1,0,0,0,0,1,4,0,0,0,1,1,0,0,HUMAN,EtOH1
0,0,2,0,1,6,0,0,2,0,0,2,0,4,10,0,6,0,0,3,0,0,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1,3,0,HUMAN,EtOH1
1,0,5,1,2,25,1,0,6,0,0,6,1,3,13,3,13,0,0,6,0,0,3,0,0,0,0,5,0,0,0,1,1,1,0,3,1,0,1,2,0,1,HUMAN,EtOH1
0,0,1,1,2,12,1,0,3,1,0,7,0,4,9,0,16,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,1,3,1,1,0,0,1,0,0,0,HUMAN,EtOH1
1,0,6,0,0,41,1,1,1,1,1,10,1,13,152,4,54,1,2,9,1,3,5,1,0,2,0,2,1,0,1,1,1,2,4,1,1,2,3,0,1,0,HUMAN,EtOH1
1,1,2,0,0,48,1,0,1,0,0,7,0,5,10,0,6,1,1,2,0,1,1,0,0,2,0,0,0,0,0,1,0,0,2,2,0,2,1,1,0,0,HUMAN,EtOH1
0,0,3,0,1,17,2,0,1,0,0,5,0,2,5,3,11,0,2,1,0,0,1,0,0,1,0,1,0,0,0,0,0,2,1,0,0,0,0,0,0,0,HUMAN,EtOH1
0,0,1,2,4,3,0,0,1,0,0,11,1,6,16,1,21,0,2,1,0,2,2,1,0,2,0,1,0,0,0,0,0,2,4,0,0,0,3,2,0,0,HUMAN,EtOH1
2,0,3,3,1,47,0,0,2,1,0,7,1,5,8,3,9,3,3,10,0,0,2,1,0,1,1,3,0,0,0,1,0,2,4,2,1,0,2,0,2,0,HUMAN,EtOH1
0,1,0,0,0,14,0,1,0,0,0,3,1,2,5,1,10,1,0,5,0,1,1,3,0,2,0,2,1,0,0,0,0,0,1,1,0,0,0,0,0,0,HUMAN,EtOH1
1,1,0,2,1,14,1,0,4,1,0,8,2,3,12,5,12,0,2,7,1,2,1,1,0,0,0,0,1,0,0,0,0,1,3,0,0,1,0,0,0,0,HUMAN,EtOH1
1,0,0,0,1,22,0,0,2,0,0,5,0,5,7,3,11,1,0,3,1,3,1,0,1,1,0,4,0,0,2,0,0,0,2,4,1,0,0,0,2,0,HUMAN,EtOH1
0,0,2,2,0,6,0,0,3,2,0,3,0,5,9,0,7,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,1,0,0,4,0,0,0,HUMAN,EtOH1
0,1,0,0,0,2,0,0,2,0,0,2,0,0,4,0,3,0,1,1,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,HUMAN,EtOH1
2,2,1,0,0,34,0,1,1,0,2,4,0,6,24,0,9,2,0,1,0,0,7,0,0,1,0,3,0,1,1,2,0,2,3,0,0,0,0,1,0,0,HUMAN,EtOH1
0,0,1,2,1,11,2,0,1,0,0,3,0,3,11,2,11,0,0,2,0,0,2,2,0,1,0,2,1,0,0,0,0,0,2,2,0,0,2,1,0,1,HUMAN,EtOH1
1,3,4,0,0,27,0,0,5,2,1,2,4,5,12,0,13,0,2,3,0,0,2,1,0,2,0,0,1,0,0,0,0,2,2,2,0,0,3,0,0,0,HUMAN,EtOH1
0,0,1,1,0,13,0,0,0,1,0,7,0,3,9,0,15,0,1,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,0,HUMAN,EtOH1
0,0,1,1,0,11,0,0,2,0,0,4,1,5,12,3,8,0,1,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1,1,0,0,1,1,3,0,HUMAN,EtOH1
0,2,0,0,1,3,1,0,0,0,1,4,0,2,3,1,3,0,0,2,0,0,4,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,1,1,2,0,HUMAN,EtOH1
1,0,5,0,2,45,0,0,2,1,0,11,0,5,5,2,20,0,2,5,0,2,2,1,0,2,1,4,0,0,1,0,0,0,1,3,0,1,2,0,2,0,HUMAN,EtOH1
0,2,1,0,0,6,0,0,1,0,0,2,1,0,2,1,7,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,HUMAN,EtOH1
1,2,1,0,1,6,0,0,1,1,0,3,1,3,9,2,8,0,2,2,0,0,2,1,0,1,1,0,2,0,0,0,0,0,1,2,0,0,1,2,0,0,HUMAN,EtOH1
1,2,1,0,1,16,0,0,1,0,0,9,1,3,3,3,10,0,1,3,0,1,1,1,0,1,0,2,1,0,0,0,0,0,1,3,1,1,2,1,2,1,HUMAN,EtOH1
1,1,2,1,3,28,1,0,2,4,0,5,1,10,9,2,16,0,0,2,0,1,2,0,0,1,0,5,0,1,1,1,0,3,3,1,0,0,0,1,1,0,HUMAN,EtOH1
2,0,3,2,1,38,0,0,6,3,0,16,2,13,16,7,30,0,2,9,0,2,3,4,0,1,0,0,1,1,1,0,0,0,3,5,0,1,1,2,0,1,HUMAN,EtOH1
0,2,2,1,1,8,1,0,0,0,0,7,1,1,7,2,8,0,1,3,0,0,1,0,0,1,0,1,0,0,0,0,0,2,3,2,0,1,0,0,0,1,HUMAN,EtOH1
0,0,1,1,0,28,1,0,2,1,0,3,0,3,16,5,6,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,2,2,0,0,0,0,0,1,0,HUMAN,EtOH1
0,0,5,3,2,7,1,0,1,0,0,7,2,3,9,4,10,0,4,4,0,0,2,0,0,1,0,1,0,1,0,0,0,0,3,2,0,0,0,1,1,0,HUMAN,EtOH1
2,1,2,0,2,19,0,0,2,1,1,0,0,11,31,3,18,0,3,8,0,1,0,1,0,2,1,6,0,0,0,0,0,0,1,2,0,2,0,0,3,0,HUMAN,EtOH1
1,0,0,1,1,1,1,0,4,2,1,4,0,0,5,1,7,0,2,0,0,0,2,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,0,0,0,HUMAN,EtOH1
1,0,2,3,1,7,1,0,3,1,0,9,2,3,11,3,14,0,2,1,0,3,2,0,0,2,0,0,0,0,1,0,1,0,3,0,0,0,0,0,1,0,HUMAN,EtOH1
2,3,1,1,2,40,0,0,3,3,0,13,1,3,27,1,17,1,3,4,0,0,5,2,1,0,0,6,1,0,0,0,0,0,3,0,0,1,1,0,0,0,HUMAN,EtOH1
1,0,1,0,2,3,0,0,1,0,2,7,1,12,19,1,18,0,0,3,0,0,2,0,0,0,0,4,2,0,0,1,0,0,4,2,0,0,0,0,3,0,HUMAN,EtOH1
2,1,2,2,1,80,3,0,6,2,0,13,1,14,31,4,17,1,1,31,0,1,3,0,0,0,0,4,0,0,2,1,1,0,5,2,1,0,4,1,0,3,HUMAN,EtOH1
0,0,1,1,1,10,0,0,3,0,0,6,1,6,8,2,13,0,1,4,1,0,4,2,0,1,0,2,1,0,0,0,0,0,2,1,0,1,1,1,1,0,HUMAN,EtOH1
1,0,2,0,0,77,0,0,0,1,0,8,1,4,14,3,8,0,0,1,0,1,5,1,0,1,0,2,1,0,1,1,0,1,0,3,0,0,0,1,0,1,HUMAN,EtOH1
1,0,1,0,0,4,0,1,6,0,0,4,0,2,4,2,9,0,2,2,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,4,0,0,2,0,0,0,HUMAN,EtOH1
0,0,0,2,0,27,1,0,2,0,0,5,0,4,7,2,13,0,1,3,0,0,1,0,0,0,0,3,2,0,0,2,0,2,1,2,0,0,0,4,1,0,HUMAN,EtOH1
0,0,3,0,0,21,0,0,1,1,0,7,1,2,8,1,14,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,0,1,1,0,1,0,HUMAN,EtOH1
0,0,1,1,0,12,2,0,3,3,0,1,2,0,6,1,5,0,0,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,HUMAN,EtOH1
0,2,3,4,0,23,0,0,3,0,0,6,1,11,13,1,16,1,0,4,0,0,3,0,0,0,0,6,1,0,0,0,0,0,2,0,0,1,0,0,1,0,HUMAN,EtOH1
1,0,1,1,0,2,1,0,1,0,0,3,0,1,8,1,6,0,0,3,0,0,0,1,0,0,0,3,0,0,0,0,0,0,2,2,0,0,0,0,1,0,HUMAN,EtOH1
1,0,0,2,0,11,0,0,2,0,0,4,0,2,10,1,10,0,0,3,1,1,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,1,1,0,0,HUMAN,EtOH1
1,0,0,0,0,13,0,0,1,0,0,3,2,1,12,0,6,0,0,2,0,1,3,1,0,1,0,3,0,1,0,1,0,3,2,4,0,0,1,0,0,0,HUMAN,EtOH1
0,0,1,1,0,27,2,0,3,1,0,5,1,8,14,2,11,0,0,6,0,1,2,0,1,2,0,2,0,0,0,2,0,1,1,0,1,0,1,0,1,2,HUMAN,EtOH1
1,0,0,1,0,2,0,0,0,0,0,5,0,2,4,0,9,0,3,4,0,2,3,1,0,0,0,3,0,0,0,0,1,2,3,0,0,0,1,0,0,0,HUMAN,EtOH1
0,2,3,2,2,26,0,0,3,0,0,16,0,7,16,5,27,2,1,4,0,0,3,3,0,1,0,8,1,0,0,0,0,3,0,1,0,0,2,1,0,1,HUMAN,EtOH1
1,0,2,2,0,43,2,0,3,1,1,8,1,6,21,2,10,0,0,2,0,0,6,0,0,0,0,4,0,0,0,0,0,2,3,2,0,0,1,0,1,0,HUMAN,EtOH1
2,2,0,1,1,9,0,0,1,0,1,7,2,3,9,1,8,0,3,8,0,2,5,0,0,0,0,5,1,0,2,0,1,0,4,5,0,0,1,5,0,1,HUMAN,EtOH1
0,1,0,1,0,37,1,0,8,6,2,10,0,14,29,3,24,1,2,9,0,0,5,1,0,0,0,3,1,2,0,3,1,0,3,2,0,0,1,1,0,0,HUMAN,EtOH1
0,1,0,1,0,7,0,0,3,2,0,7,0,1,9,2,10,0,2,2,0,1,0,0,0,1,0,1,0,0,0,0,0,1,3,2,0,0,1,0,0,0,HUMAN,EtOH1
0,0,0,0,0,0,3,0,1,0,0,1,0,0,2,1,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,HUMAN,EtOH1
1,0,3,0,0,20,0,0,3,4,2,5,0,7,16,1,28,0,0,5,0,3,2,1,0,1,0,5,1,0,1,1,0,0,4,4,2,1,2,1,3,0,HUMAN,EtOH1
0,0,0,0,1,19,0,1,0,0,0,3,2,4,8,0,8,0,1,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,HUMAN,EtOH1
0,0,0,0,3,3,0,0,1,0,2,4,0,7,7,2,7,0,0,2,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,2,0,0,0,2,0,0,HUMAN,EtOH1
0,0,2,3,0,50,0,0,2,2,1,7,0,10,17,3,29,0,1,5,0,3,1,1,0,0,0,3,0,1,0,0,0,0,10,2,0,0,1,0,3,2,HUMAN,EtOH1
4,0,4,1,4,22,1,0,0,1,1,5,2,10,20,1,21,0,3,5,0,0,1,3,0,0,0,7,1,0,0,1,0,2,3,4,0,1,2,0,0,0,HUMAN,EtOH1
2,2,1,1,0,42,1,0,1,0,2,2,0,4,6,2,7,1,2,3,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,1,HUMAN,EtOH1
0,1,3,0,2,24,1,0,3,0,0,5,1,9,15,3,21,0,0,4,1,2,0,2,0,3,0,4,1,0,0,0,0,5,1,3,1,1,3,2,1,0,HUMAN,EtOH1
0,0,1,1,0,15,1,0,1,2,1,5,0,4,13,4,16,0,2,3,0,1,1,1,0,2,0,1,0,0,1,0,2,2,0,1,1,0,3,1,0,0,HUMAN,EtOH1
2,1,4,1,3,52,1,0,8,2,1,15,3,8,21,4,25,0,3,11,1,1,2,3,1,0,1,5,1,2,0,2,0,1,4,0,0,0,1,1,5,0,HUMAN,EtOH1
0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,0,0,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMAN,EtOH1
0,0,0,1,0,2,0,0,4,1,0,5,1,5,12,4,11,0,0,3,0,0,2,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,1,1,0,HUMAN,EtOH1
0,3,0,0,0,120,0,0,1,0,0,5,1,6,16,2,13,1,2,6,0,1,1,1,1,0,0,3,1,0,0,0,0,0,1,3,0,1,0,1,0,0,HUMAN,EtOH1
0,0,1,0,0,3,1,0,1,0,1,0,0,2,6,3,3,0,1,1,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,HUMAN,EtOH1
1,0,3,0,0,23,0,0,2,1,0,7,3,4,17,4,25,1,1,2,0,0,4,0,1,0,0,3,0,0,2,0,0,0,1,2,0,0,0,0,2,0,HUMAN,EtOH1
1,0,4,0,0,23,1,0,5,2,0,12,1,8,22,7,32,1,2,7,0,2,2,1,1,1,0,2,1,0,2,1,0,1,2,5,1,0,2,2,2,0,HUMAN,EtOH1
0,0,2,3,1,8,0,0,2,0,0,8,1,2,8,2,10,0,0,2,0,0,4,4,0,1,0,1,0,0,0,0,0,2,1,0,0,1,0,0,1,0,HUMAN,EtOH1
0,1,4,2,3,8,0,0,0,0,1,2,2,2,9,2,8,0,0,3,0,0,2,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,1,2,0,0,HUMAN,EtOH1
1,0,2,1,1,4,1,0,2,1,0,5,0,8,18,2,6,0,2,7,0,2,2,0,0,0,0,2,0,0,0,0,0,0,2,2,0,0,1,0,0,0,HUMAN,EtOH1
0,0,1,0,0,7,0,0,0,1,0,7,1,2,7,0,11,0,0,3,0,0,3,1,0,0,0,0,0,0,0,2,0,1,0,3,0,0,1,0,1,0,HUMAN,EtOH1
1,0,1,0,0,5,1,0,1,0,0,1,1,4,6,0,10,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,HUMAN,EtOH1
0,0,1,1,2,21,0,0,1,1,0,9,0,8,14,1,17,1,2,1,0,1,3,2,0,1,0,1,2,0,0,1,0,0,2,2,0,0,0,1,1,2,HUMAN,EtOH1
1,0,0,1,3,14,1,0,0,1,0,4,1,7,15,4,12,0,1,2,0,1,1,2,0,0,0,3,0,0,0,0,0,1,1,1,0,0,0,0,0,1,HUMAN,EtOH1
0,0,0,2,0,1,0,2,2,0,0,2,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,HUMAN,EtOH1
1,2,2,3,1,21,0,0,2,3,0,7,0,3,14,2,28,0,2,8,1,1,1,1,0,2,0,2,0,0,0,1,0,2,1,2,0,0,1,0,0,0,HUMAN,EtOH1
2,1,1,0,0,13,0,1,1,0,0,11,1,1,14,3,13,0,1,4,0,2,1,0,0,1,2,4,1,0,0,0,1,2,3,3,0,0,1,1,0,0,HUMAN,EtOH1
1,0,1,0,1,74,1,0,5,0,0,6,0,5,14,2,22,0,1,3,0,1,5,1,0,2,0,1,0,0,1,0,0,0,5,2,0,0,1,0,0,0,HUMAN,EtOH1
0,0,2,0,1,8,0,0,4,0,0,4,0,3,7,1,13,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,HUMAN,EtOH1
1,2,2,3,1,25,0,2,0,3,0,6,2,4,14,4,23,0,3,3,1,1,3,2,0,0,0,5,0,0,0,1,0,2,3,1,0,0,2,2,1,0,HUMAN,EtOH1
1,1,0,1,2,28,0,0,1,3,0,4,0,3,5,2,9,0,1,1,0,1,3,0,0,0,0,2,0,1,0,1,0,1,0,0,0,1,3,0,0,0,HUMAN,EtOH1
1,2,0,2,1,21,2,0,4,3,0,10,1,10,20,2,36,0,3,4,0,0,2,1,0,5,1,7,0,0,0,1,2,1,8,4,0,2,2,0,1,0,HUMAN,EtOH1
1,0,1,2,3,16,1,0,2,1,0,3,0,5,19,3,18,0,1,2,0,0,2,0,0,0,0,2,0,0,0,0,1,0,3,2,0,1,1,1,0,0,HUMAN,EtOH1
0,0,1,1,1,22,0,0,3,0,0,3,0,1,11,3,9,1,0,1,0,1,2,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,2,HUMAN,EtOH1
0,0,2,1,0,1,3,0,2,0,0,10,0,7,11,1,12,1,4,6,0,1,5,0,0,0,0,4,1,0,0,0,0,1,4,2,0,0,0,0,0,0,HUMAN,EtOH1
0,0,1,1,0,2,0,0,2,0,1,3,0,3,6,2,9,0,1,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,1,0,1,0,HUMAN,EtOH1
2,3,5,1,5,67,0,0,7,4,1,20,4,10,38,4,51,2,4,13,0,2,8,2,0,5,0,8,0,0,0,1,0,1,7,8,1,2,1,1,1,2,HUMAN,EtOH1
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,HUMAN,EtOH1
0,0,2,2,0,30,0,0,3,0,0,8,0,1,3,1,13,1,6,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,0,0,HUMAN,EtOH1
1,3,1,0,2,22,1,0,3,1,0,4,0,2,8,2,13,1,2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,2,1,0,2,2,1,0,0,HUMAN,EtOH1
1,0,6,1,1,1,1,0,1,1,1,10,6,4,1,2,3,2,6,1,0,1,4,2,14,2,0,0,2,0,0,0,0,0,0,3,0,1,0,1,1,0,HUMAN,EtOH1
0,2,1,1,4,20,1,0,5,3,0,6,0,5,6,2,22,1,1,3,1,0,4,1,0,2,0,1,0,0,1,0,0,0,1,5,0,1,1,0,1,1,HUMAN,EtOH1
0,1,2,0,1,4,0,0,2,0,0,4,0,3,12,2,9,0,3,2,0,1,2,1,0,2,0,3,2,0,0,0,0,0,2,3,0,0,1,0,3,0,HUMAN,EtOH1
1,1,5,0,1,17,0,1,1,0,0,8,1,1,26,2,12,0,1,3,1,1,0,1,0,0,0,4,1,0,1,0,0,0,4,0,0,0,1,2,0,0,HUMAN,EtOH1
2,3,1,0,4,43,0,1,6,2,1,19,1,18,29,5,25,0,0,5,0,0,1,1,0,2,0,4,0,0,0,0,0,2,3,6,0,1,5,2,0,0,HUMAN,EtOH1
