CD3,CD4,CD8a,CD69,CD62L,CD44,CD25,CD127,TCRgd,CD19,IgM,CD335,NK-1.1,CD90.2,I-A-I-E,CD45R,CD11b,CD172a,XCR1,CD103,CD64,CD11c,CD24,CD326,CD195,CD196,CXCR4,CD134,CD278,CD223,CD274,KLRG1,CD27,CD21-CD35,CD86,IgD,CD1d,CD138,CD117,CX3CR1,F4-80,CD192,Species,Sample
2,1,2,7,1,50,1,1,6,1,0,9,3,33,36,5,280,1,2,3,1,8,0,4,1,2,0,2,4,0,1,1,1,2,8,1,2,3,2,0,2,0,MOUSE,OXA1
0,5,6,2,0,14,1,1,6,3,1,11,8,35,9,1,244,1,6,1,0,12,8,9,0,2,0,2,3,0,1,1,0,3,8,2,1,4,5,2,0,0,MOUSE,OXA1
3,5,1,11,2,36,1,0,4,0,1,5,4,27,81,0,384,5,6,3,3,6,15,5,0,2,0,1,2,0,6,1,2,2,19,1,0,0,4,0,3,2,MOUSE,OXA1
0,0,1,8,0,10,0,1,7,1,0,1,2,29,14,1,13,0,1,14,1,3,7,2,0,1,1,2,2,0,2,0,0,1,1,0,0,0,2,0,1,0,MOUSE,OXA1
1,0,0,7,2,8,1,0,3,0,2,6,2,29,14,2,190,1,5,0,1,6,5,28,0,1,0,0,0,0,0,0,0,1,4,1,0,1,2,2,1,0,MOUSE,OXA1
1,0,0,8,1,24,1,0,4,2,1,5,2,14,81,0,217,2,0,5,0,3,11,6,0,1,0,6,1,0,3,0,1,1,11,1,0,0,3,1,0,1,MOUSE,OXA1
3,1,2,9,0,7,2,0,5,1,0,6,926,17,15,1,182,1,3,0,0,6,11,3,1,2,0,1,1,0,1,1,1,0,18,1,1,1,1,1,1,1,MOUSE,OXA1
0,0,0,2,0,20,0,2,1,0,0,6,4,27,73,5,72,3,2,2,0,21,5,7,0,0,0,1,0,0,4,1,0,3,14,2,0,0,4,0,0,0,MOUSE,OXA1
2,0,3,18,1,17,0,0,3,0,0,5,2,33,14,2,166,1,0,2,0,9,1,9,0,2,0,0,2,0,2,0,0,3,11,2,1,1,2,1,1,0,MOUSE,OXA1
2,1,2,3,0,59,0,0,3,1,0,7,7,30,12,2,206,3,2,2,0,4,4,7,1,0,0,3,1,0,1,1,0,1,12,2,1,1,4,0,2,1,MOUSE,OXA1
1,0,3,5,0,65,0,0,2,4,1,2,6,22,11,2,225,0,2,3,1,3,6,3,0,0,2,3,2,1,32,0,0,1,5,0,2,0,0,2,1,1,MOUSE,OXA1
1,0,3,9,0,18,0,1,4,2,1,5,4,35,158,2,192,5,2,4,0,18,10,8,0,0,0,5,2,0,3,1,0,2,10,2,1,2,2,1,0,0,MOUSE,OXA1
1,0,0,6,1,23,1,0,0,0,0,4,1,13,4,2,152,1,2,3,0,3,3,3,0,3,0,0,3,0,1,1,0,2,8,0,0,2,1,1,3,0,MOUSE,OXA1
2,2,3,10,0,6,3,1,1,0,1,5,7,36,62,1,194,4,0,2,1,21,3,4,0,3,0,2,0,0,10,1,0,1,7,7,1,3,1,4,0,0,MOUSE,OXA1
0,3,2,3,2,17,1,1,3,1,0,6,2,27,119,1,194,4,0,4,1,12,4,7,0,2,0,1,2,0,1,0,1,0,13,6,0,2,5,2,1,2,MOUSE,OXA1
1,2,1,19,1,3,1,0,0,0,0,6,3,29,222,2,8,0,1,1,0,5,2,3,0,0,1,0,0,0,1,0,0,0,9,1,0,0,2,1,1,0,MOUSE,OXA1
2,2,1,7,1,14,1,0,2,1,3,6,0,29,6,0,182,0,0,0,0,6,11,9,0,0,0,6,0,0,3,0,0,2,8,0,0,1,0,0,0,0,MOUSE,OXA1
3,4,2,9,43,7,1,0,2,2,0,6,6,45,14,2,24,0,2,21,0,4,3,7,2,1,0,2,21,0,1,5,0,2,6,4,0,2,0,1,0,0,MOUSE,OXA1
1,1,2,4,2,47,1,0,2,0,1,7,14,32,8,0,267,4,1,1,0,7,7,8,0,1,0,5,2,0,3,0,0,2,17,2,1,1,6,1,2,0,MOUSE,OXA1
2,2,0,5,3,11,2,1,1,2,2,8,4,60,276,3,236,2,0,3,1,15,3,5,0,6,1,4,1,1,5,0,0,0,12,1,1,0,1,0,2,1,MOUSE,OXA1
1,0,4,6,6,14,1,1,4,0,1,12,3,34,3,1,155,0,2,0,1,7,8,14,2,0,0,3,3,0,1,0,0,2,6,6,3,1,0,0,1,1,MOUSE,OXA1
0,2,7,5,2,17,1,0,4,1,2,5,5,87,13,1,34,1,0,35,0,12,6,10,0,3,1,3,4,1,0,0,0,1,10,2,0,0,1,0,0,0,MOUSE,OXA1
0,0,2,6,2,25,0,0,2,3,1,4,4,34,27,0,327,0,3,3,0,13,7,8,1,1,0,2,2,1,9,1,0,1,18,3,4,0,3,2,1,1,MOUSE,OXA1
0,0,4,10,0,38,0,0,3,1,1,5,7,27,14,3,443,0,5,2,1,6,10,7,1,1,0,1,1,0,20,0,0,1,34,5,2,2,1,2,0,0,MOUSE,OXA1
1,0,1,6,2,16,1,1,4,1,0,4,12,25,14,2,163,3,1,0,0,8,7,8,1,3,0,0,0,0,10,0,0,0,16,3,0,1,2,2,0,0,MOUSE,OXA1
0,1,0,6,0,3,0,0,3,0,0,10,2,46,18,0,126,0,0,2,1,11,6,3,0,0,0,3,2,0,1,0,1,1,7,4,1,1,2,1,0,0,MOUSE,OXA1
1,2,1,9,3,22,0,0,3,0,1,9,10,27,63,4,164,0,2,0,1,13,10,10,0,2,1,0,0,0,0,0,0,0,13,2,2,1,1,1,2,2,MOUSE,OXA1
0,2,2,5,3,36,1,0,2,1,2,6,10,31,591,1,326,9,5,0,0,10,10,6,1,0,1,0,1,1,5,0,0,3,20,5,2,0,2,1,4,1,MOUSE,OXA1
1,2,3,7,16,4,0,0,1,0,0,3,5,44,9,1,19,0,2,1,0,4,1,5,2,0,0,1,2,0,1,1,0,0,7,2,0,0,3,1,0,0,MOUSE,OXA1
1,0,3,7,1,27,0,0,0,3,1,7,10,36,12,1,254,0,2,2,1,5,9,7,0,0,0,4,1,1,2,0,0,0,8,0,0,2,1,0,0,0,MOUSE,OXA1
0,0,1,5,1,7,0,0,2,1,0,6,3,21,10,0,143,1,2,1,0,6,7,5,0,1,1,1,0,1,3,1,0,4,10,2,0,0,2,0,1,0,MOUSE,OXA1
4,1,3,4,0,4,1,1,5,1,1,5,15,47,18,0,36,1,0,16,0,17,5,10,0,1,0,3,5,0,0,1,0,3,3,1,0,0,3,3,0,0,MOUSE,OXA1
4,3,0,10,1,7,1,0,4,1,1,5,5,23,187,1,236,1,2,4,1,6,5,6,0,4,0,4,3,1,2,1,0,3,6,2,1,1,2,1,1,0,MOUSE,OXA1
0,3,3,2,1,15,2,0,6,3,1,2,3,23,10,0,156,2,1,0,0,7,0,20,1,3,0,0,2,1,6,1,0,0,6,3,1,0,3,0,3,0,MOUSE,OXA1
0,0,4,10,1,1,0,0,1,0,1,0,9,54,9,1,11,0,2,2,0,8,1,6,1,0,1,0,1,0,0,1,0,0,5,0,0,1,3,2,1,0,MOUSE,OXA1
3,3,0,7,0,39,0,0,2,1,0,7,9,19,15,0,221,1,1,1,1,5,8,4,1,2,0,2,1,0,3,0,0,1,5,2,0,1,2,0,4,0,MOUSE,OXA1
3,1,3,15,0,6,1,0,2,0,0,2,14,36,9,0,278,2,1,1,0,5,35,3,1,3,1,4,2,0,1,1,2,2,7,2,1,1,2,1,0,0,MOUSE,OXA1
2,0,3,15,0,4,1,0,5,0,2,1,6,19,217,0,112,1,1,0,0,7,2,4,1,2,0,3,4,0,2,0,0,1,13,8,0,1,0,1,1,2,MOUSE,OXA1
1,0,6,4,0,7,0,0,3,0,1,7,1,42,17,2,19,1,0,1,0,5,3,18,1,1,0,4,4,0,2,0,0,1,2,2,0,2,5,1,2,0,MOUSE,OXA1
0,0,3,4,0,29,0,2,4,0,0,5,10,31,189,1,219,4,2,5,0,5,2,7,1,1,0,1,1,0,1,1,0,1,23,2,1,1,2,0,0,1,MOUSE,OXA1
1,0,1,9,5,9,3,2,6,1,2,6,3,22,333,5,379,7,7,1,2,12,10,6,2,2,0,0,0,1,4,0,0,4,14,4,2,5,2,1,8,2,MOUSE,OXA1
115,49,21,127,45,185,221,28,237,95,33,72,98,178,462582,77,936,1344,410,132,64,151,1886,203,81,115,126,174,146,158,132,109,95,34,61,1505,610,84,47,385,45,154,MOUSE,OXA1
3,1,2,8,0,5,0,0,1,0,0,3,7,41,19,2,32,0,1,48,0,11,4,10,0,2,1,2,24,0,2,0,0,2,9,2,0,1,1,0,1,1,MOUSE,OXA1
1,1,1,11,2,6,1,0,1,0,0,6,3,30,6,0,212,3,1,0,2,5,3,2,1,1,0,2,2,1,2,0,1,1,6,5,3,1,2,1,1,0,MOUSE,OXA1
0,1,2,5,0,8,0,0,1,0,0,7,5,26,12,1,147,1,2,1,0,5,6,10,0,1,0,1,6,0,1,0,0,2,5,2,1,2,2,1,3,1,MOUSE,OXA1
1,2,2,10,2,12,0,7,4,2,1,2,1,19,1116,2,221,8,2,13,0,52,3,7,0,1,2,5,3,4,19,2,0,3,9,9,2,0,4,1,2,3,MOUSE,OXA1
2,1,3,72,3,43,6,0,10,2,0,11,11,43,594,2,160,9,4,17,1,133,12,54,3,3,0,3,7,2,11,2,0,0,10,3,1,2,2,2,2,2,MOUSE,OXA1
0,0,3,9,1,4,2,1,4,1,1,4,7,53,20,1,30,0,0,1,0,8,4,11,1,2,0,2,1,1,2,0,0,0,7,2,0,1,3,1,1,0,MOUSE,OXA1
0,1,4,4,1,8,0,0,3,2,1,8,7,37,16,0,282,2,0,1,0,6,7,7,0,2,0,3,2,1,0,0,0,1,6,1,2,1,4,2,0,0,MOUSE,OXA1
0,1,2,3,0,33,0,0,1,0,0,4,3,30,10,3,187,3,0,0,0,5,3,3,3,1,0,2,1,1,24,0,1,1,11,1,2,1,1,0,1,0,MOUSE,OXA1
4,4,8,13,3,22,2,0,1,2,0,6,3,23,9,2,275,2,4,2,0,6,2,6,0,4,1,5,2,1,1,0,0,2,5,2,2,2,3,1,2,0,MOUSE,OXA1
2,3,3,12,0,2,0,0,3,0,0,11,4,33,9,1,74,0,1,2,0,6,6,9,0,2,0,2,1,0,0,0,1,1,4,1,0,1,2,3,1,0,MOUSE,OXA1
2,2,5,13,1,2,1,0,1,0,1,7,5,50,14,1,26,1,3,1,0,7,7,5,0,2,1,2,1,0,2,1,0,1,5,4,1,1,3,1,1,1,MOUSE,OXA1
3,0,2,1,0,37,1,1,4,2,1,3,4,48,356,1,183,2,6,2,0,11,4,9,0,1,0,4,0,1,18,0,0,3,17,2,0,2,2,2,0,3,MOUSE,OXA1
1,0,2,6,0,33,2,0,2,1,1,9,0,37,35,1,312,5,1,2,0,8,13,4,2,3,0,0,3,1,4,1,1,1,21,1,1,1,2,2,5,0,MOUSE,OXA1
2,1,3,9,1,20,1,1,2,2,0,6,4,40,6,1,135,0,1,0,0,12,14,10,0,0,1,5,2,1,3,1,0,1,20,0,0,2,0,1,2,3,MOUSE,OXA1
0,1,1,7,0,7,0,0,2,0,0,2,13,28,20,0,192,2,1,0,1,3,1,3,0,3,0,1,0,0,1,0,0,0,9,0,0,0,1,1,0,0,MOUSE,OXA1
0,5,0,1,0,28,1,0,2,1,1,6,2,21,11,2,75,1,2,1,0,3,5,5,0,1,0,1,0,0,5,0,0,0,9,0,2,0,2,0,1,1,MOUSE,OXA1
4,0,1,7,4,19,1,0,2,2,0,2,1,16,14,0,235,0,0,1,0,8,12,13,0,1,2,2,1,0,1,0,0,0,4,1,3,2,2,0,0,0,MOUSE,OXA1
3,4,2,6,0,30,2,0,3,2,2,6,5,27,94,2,313,0,6,7,0,11,11,5,1,1,0,1,1,0,9,0,0,1,10,1,1,1,0,2,3,1,MOUSE,OXA1
0,0,3,7,1,23,3,0,7,2,0,7,7,41,504,5,255,7,4,2,1,9,12,12,1,2,0,2,2,1,5,3,0,3,9,2,1,2,3,2,2,3,MOUSE,OXA1
0,0,3,6,0,78,1,0,4,2,1,5,3,46,8,4,18,1,3,46,3,11,7,7,0,2,0,4,4,0,14,0,2,0,5,3,0,2,1,2,2,1,MOUSE,OXA1
0,4,6,5,1,9,0,1,5,0,1,4,16,51,11,2,15,0,2,1,0,5,8,3,0,2,0,2,5,0,1,0,0,1,17,2,2,2,2,0,1,1,MOUSE,OXA1
2,0,2,0,1,25,1,1,5,2,2,6,4,21,28,0,425,2,2,1,1,8,8,6,0,0,0,4,3,0,47,0,0,1,22,1,2,0,4,1,1,2,MOUSE,OXA1
2,0,11,9,13,0,0,0,1,1,0,5,4,60,9,0,9,1,4,0,0,8,2,3,0,0,0,0,0,0,2,1,0,1,2,2,1,0,0,2,0,3,MOUSE,OXA1
4,1,2,9,0,5,1,0,1,0,1,3,2,18,18,1,241,3,1,0,0,5,9,4,0,0,0,6,0,0,3,0,0,0,13,0,1,0,3,0,0,0,MOUSE,OXA1
2,2,0,1,1,6,1,0,5,1,0,3,12,28,9,0,255,0,3,0,1,5,5,2,1,1,0,1,1,0,0,0,1,2,9,7,2,1,4,1,5,1,MOUSE,OXA1
4,3,1,15,0,29,1,0,4,1,0,8,16,56,13,1,23,2,3,65,1,11,2,9,1,1,0,2,67,0,2,12,1,3,11,0,0,2,0,2,0,0,MOUSE,OXA1
1,4,1,78,0,27,2,0,0,1,0,6,7,10,11,1,449,2,0,3,0,7,6,9,3,2,0,3,2,1,2,1,3,5,13,1,3,1,6,0,0,2,MOUSE,OXA1
0,5,1,6,1,46,0,1,2,0,1,5,0,30,12,3,172,0,5,0,0,8,8,6,0,0,0,0,0,0,2,1,0,1,7,1,0,0,4,1,1,0,MOUSE,OXA1
2,0,2,12,0,69,0,1,2,2,1,6,6,32,13,2,405,9,1,2,2,14,32,7,1,2,0,3,1,1,7,2,1,2,8,4,1,1,3,0,1,0,MOUSE,OXA1
3,0,4,18,4,95,3,0,9,4,1,13,6,15,676,4,506,8,1,4,1,8,26,12,1,1,2,5,3,1,8,0,2,1,13,3,1,2,2,1,3,2,MOUSE,OXA1
1,1,1,8,0,3,0,0,8,3,0,3,8,36,11,0,118,2,1,0,0,11,0,10,0,2,0,4,2,0,1,1,0,0,7,1,0,2,1,2,3,0,MOUSE,OXA1
4,2,0,6,3,23,1,1,6,2,1,4,2,28,172,0,271,6,3,1,0,6,11,2,2,1,0,2,3,1,9,2,2,2,17,0,0,1,4,0,1,0,MOUSE,OXA1
0,0,2,9,4,12,1,0,1,1,1,3,10,36,226,3,234,4,2,2,4,11,3,8,1,1,0,2,2,1,5,0,0,1,12,0,1,3,0,1,0,1,MOUSE,OXA1
1,1,7,10,1,6,0,0,2,1,0,3,2,33,5,1,9,0,1,1,0,3,5,3,0,2,0,0,2,0,3,0,0,0,2,0,0,0,0,0,0,0,MOUSE,OXA1
2,0,4,14,0,5,0,0,5,1,0,6,1,13,15,4,147,1,3,2,1,6,4,8,1,0,0,7,2,1,4,1,0,3,9,1,1,1,1,0,0,1,MOUSE,OXA1
0,1,1,8,1,47,1,0,2,0,1,4,3,23,19,2,193,0,4,0,3,6,4,7,0,0,0,7,0,0,0,0,0,1,6,1,0,0,2,2,1,0,MOUSE,OXA1
1,3,4,8,0,12,1,0,3,3,2,3,4,21,11,1,267,2,3,1,0,2,3,4,1,1,0,4,0,0,2,0,0,0,8,0,1,4,1,2,6,1,MOUSE,OXA1
2,1,3,19,0,25,0,0,0,0,1,1,3,23,39,0,214,2,0,3,0,13,4,5,1,1,0,2,0,0,15,0,0,1,4,3,1,2,2,0,2,2,MOUSE,OXA1
0,1,3,3,2,6,1,0,1,0,0,9,1,49,13,0,32,4,0,1,1,7,3,6,1,1,0,2,1,0,17,0,0,1,7,3,0,2,1,0,0,0,MOUSE,OXA1
1,2,4,5,2,2,0,0,4,3,0,3,1,43,9,0,52,0,3,0,0,8,2,5,0,3,0,4,1,0,1,1,1,1,11,2,1,0,5,0,2,1,MOUSE,OXA1
2,0,0,4,1,50,7,1,0,1,0,8,2,46,167,3,243,3,3,2,0,8,5,10,0,1,2,7,9,0,2,2,0,0,14,1,2,3,0,1,1,1,MOUSE,OXA1
3,0,1,9,0,17,0,0,2,1,0,9,6,37,119,0,103,2,3,0,1,8,8,6,1,1,0,2,2,0,2,1,0,1,7,0,1,2,2,1,0,0,MOUSE,OXA1
0,0,4,11,1,6,0,0,3,1,2,6,3,25,12,1,203,1,2,1,0,4,6,10,0,0,0,2,1,0,3,0,0,2,8,1,0,1,3,2,2,0,MOUSE,OXA1
2,6,5,5,0,26,0,0,3,1,3,3,6,38,20,3,238,2,4,2,1,6,8,7,0,0,1,4,2,0,2,0,1,1,29,0,2,2,4,2,1,0,MOUSE,OXA1
3,2,2,21,0,6,1,0,3,1,0,4,7,47,12,5,50,3,0,0,0,7,4,10,0,0,0,2,1,0,15,1,1,1,4,2,0,0,4,2,0,0,MOUSE,OXA1
0,11,2,14,1,79,2,0,6,0,2,7,15,38,32,4,235,1,1,0,0,5,2,2,1,0,0,5,1,1,8,0,1,0,6,2,0,3,4,1,4,0,MOUSE,OXA1
1,1,3,3,0,3,1,0,3,0,0,5,6,22,11,1,203,2,1,2,0,4,5,6,3,2,0,1,1,0,5,1,1,0,5,1,0,2,2,0,1,0,MOUSE,OXA1
2,1,4,12,0,24,1,0,1,1,0,6,6,47,24,1,636,6,7,0,3,4,4,8,1,0,0,4,4,1,9,0,0,2,8,2,1,0,6,2,6,2,MOUSE,OXA1
1,2,0,18,1,17,3,0,6,1,0,6,1,37,23,3,267,3,4,4,2,12,8,10,0,0,0,2,0,1,13,2,0,2,22,3,0,2,1,3,6,1,MOUSE,OXA1
2,4,1,5,0,17,0,1,2,1,0,6,6,42,9,2,283,1,3,1,0,8,10,7,1,1,1,3,1,0,1,0,1,0,14,1,1,1,7,0,0,1,MOUSE,OXA1
4,1,6,8,1,6,2,0,1,0,2,8,4,39,18,5,652,6,4,1,0,19,69,10,12,2,0,1,0,0,2,0,2,7,12,3,2,1,0,2,0,1,MOUSE,OXA1
3,3,1,12,0,7,0,0,3,1,1,7,3,32,13,4,86,0,1,1,0,8,4,13,0,0,0,5,1,0,1,1,0,1,11,0,0,0,2,0,1,2,MOUSE,OXA1
5,3,3,25,1,51,0,0,7,2,2,6,17,96,26,3,27,3,0,183,0,11,11,10,0,2,0,6,5,2,2,4,1,2,6,5,0,2,3,2,2,0,MOUSE,OXA1
1,2,2,6,2,3,0,0,3,0,1,2,2,19,12,1,24,1,0,1,0,3,3,1,0,1,0,1,1,0,0,1,0,0,1,2,0,2,2,2,0,0,MOUSE,OXA1
1,1,3,18,2,12,0,1,2,1,0,5,5,35,40,2,19,3,0,3,3,12,7,7,0,1,1,4,2,0,0,0,0,0,7,2,0,0,0,1,0,2,MOUSE,OXA1
2,2,1,13,1,7,2,2,4,3,1,4,2,33,14,1,569,2,1,1,0,9,46,9,0,0,0,4,1,0,0,2,1,0,4,0,2,0,2,1,4,1,MOUSE,OXA1
0,0,2,13,1,6,1,0,0,1,0,5,1,29,99,3,113,2,6,2,0,10,1,1,2,1,0,4,2,0,13,0,2,0,4,3,0,0,2,0,0,0,MOUSE,OXA1
5,18,4,6,1,8,1,0,4,1,0,9,6,79,32,2,21,0,1,3,0,10,4,14,0,1,0,2,9,0,2,1,2,0,7,4,0,2,1,1,0,0,MOUSE,OXA1
0,0,0,15,1,34,0,0,7,4,0,7,8,51,9,0,13,0,3,122,0,18,6,10,0,1,1,1,31,0,1,0,0,2,5,2,2,1,1,0,1,1,MOUSE,OXA1
3,2,3,6,0,9,2,0,6,2,0,10,6,46,12,3,18,1,2,145,0,17,8,6,0,1,0,3,12,1,0,3,0,0,11,3,0,2,2,0,3,0,MOUSE,OXA1
3,1,1,14,1,13,0,0,3,0,1,7,3,32,14,2,290,2,1,0,0,11,40,8,3,3,1,2,3,1,1,0,0,2,11,0,0,0,1,2,1,2,MOUSE,OXA1
0,2,0,8,0,6,1,0,2,2,0,4,11,51,20,2,14,1,0,1,0,1,2,4,0,1,1,1,2,0,0,1,0,1,8,2,2,0,3,1,1,1,MOUSE,OXA1
0,2,1,18,0,3,0,0,5,0,0,12,5,59,16,2,113,0,1,0,0,10,5,5,0,1,0,2,1,0,0,0,1,1,8,3,0,1,0,3,1,1,MOUSE,OXA1
5,1,4,8,3,14,0,0,3,0,1,5,4,62,27,2,366,2,4,2,1,22,33,10,1,1,0,6,2,0,2,0,2,0,4,3,3,2,1,1,1,1,MOUSE,OXA1
2,0,1,10,2,14,1,0,2,4,1,7,3,28,566,4,157,2,3,3,0,8,5,2,2,3,0,2,1,0,5,2,1,5,21,3,2,1,4,3,1,1,MOUSE,OXA1
0,0,0,2,0,1,0,0,0,0,0,0,1,5,3,0,5,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,2,10,0,0,0,0,1,0,1,MOUSE,OXA1
1,1,2,7,0,26,1,0,4,1,0,9,4,53,10,0,152,1,1,2,0,11,12,7,0,0,0,1,1,0,0,0,0,1,5,4,0,0,1,0,3,0,MOUSE,OXA1
2,1,4,3,1,27,2,0,3,1,0,4,4,31,13,2,255,1,0,1,0,9,9,9,1,1,0,1,0,0,4,0,1,0,10,2,1,3,4,1,3,0,MOUSE,OXA1
1,2,2,7,0,34,0,0,3,1,0,5,6,29,221,1,236,0,3,4,3,7,7,14,1,2,0,1,4,1,5,1,1,3,11,3,0,0,0,0,0,2,MOUSE,OXA1
0,7,7,10,1,37,3,1,1,0,2,6,5,35,147,3,367,3,1,4,1,8,13,9,0,2,1,2,3,0,11,3,1,2,9,4,1,0,6,0,4,0,MOUSE,OXA1
2,1,3,14,5,44,2,1,6,0,0,7,7,36,17,3,444,1,0,2,0,20,48,2,1,0,0,1,0,2,3,0,1,1,8,2,1,0,1,1,0,0,MOUSE,OXA1
0,0,3,3,1,39,0,1,1,1,0,13,4,49,14,4,285,0,3,3,0,5,14,13,1,6,0,5,2,2,2,0,0,0,18,3,2,3,10,0,5,1,MOUSE,OXA1
2,2,2,2,3,16,1,0,1,1,1,2,4,35,11,0,162,2,1,3,1,7,5,13,1,1,0,2,5,0,0,2,1,0,4,2,2,0,10,1,2,1,MOUSE,OXA1
2,2,1,7,0,14,1,0,4,2,0,10,4,45,14,3,304,4,4,1,0,4,30,7,0,3,0,5,1,0,4,0,0,1,18,5,1,1,6,1,2,0,MOUSE,OXA1
1,0,2,10,1,25,2,1,4,2,0,7,4,31,6,0,289,4,2,1,0,4,7,6,2,0,0,4,1,0,6,1,0,2,36,1,0,0,7,0,1,1,MOUSE,OXA1
0,0,1,9,1,1,0,0,5,0,0,6,4,63,14,2,65,2,1,1,0,7,6,20,1,1,0,2,2,0,3,2,2,2,8,0,0,3,2,0,3,0,MOUSE,OXA1
0,2,0,6,0,14,0,0,2,4,0,10,2,37,12,4,269,0,3,0,0,10,4,8,5,1,0,1,1,0,4,1,0,0,11,1,2,2,1,2,4,2,MOUSE,OXA1
2,3,1,9,0,7,0,1,3,1,2,8,2,34,115,3,175,0,1,3,1,2,5,8,1,1,0,2,4,1,4,0,2,0,12,3,0,0,7,1,2,1,MOUSE,OXA1
2,0,1,7,1,19,1,0,2,0,0,5,26,37,48,1,71,1,1,2,0,2,5,8,0,0,1,4,3,1,0,1,1,0,8,2,0,2,3,2,0,1,MOUSE,OXA1
0,1,2,2,0,38,0,0,0,1,0,4,14,18,8,5,242,1,0,0,0,8,26,3,1,1,0,0,0,1,2,0,0,0,6,0,0,3,0,0,1,1,MOUSE,OXA1
0,5,4,7,11,4,2,1,9,4,2,4,2,47,20,3,32,1,0,42,0,9,2,13,0,0,1,3,11,0,2,8,1,0,8,4,0,2,3,1,0,1,MOUSE,OXA1
1,3,3,8,1,13,1,0,2,0,0,10,6,33,15,3,17,0,1,35,1,6,5,11,0,2,0,3,6,0,0,1,0,2,9,2,1,0,1,0,2,0,MOUSE,OXA1
3,1,3,13,1,28,2,1,5,2,1,11,10,80,19,2,358,3,6,0,0,13,12,14,1,4,0,4,4,0,4,1,2,2,15,2,2,4,4,1,0,1,MOUSE,OXA1
1,1,2,19,2,5,0,0,2,0,1,3,4,31,10,4,19,0,2,0,2,6,2,6,0,0,0,1,2,0,0,0,0,1,8,0,2,1,2,1,0,1,MOUSE,OXA1
1,0,1,4,0,3,1,0,2,0,0,1,4,20,5,0,205,5,0,1,0,1,10,2,0,0,0,0,0,0,1,0,1,0,11,1,1,1,0,1,1,3,MOUSE,OXA1
0,0,0,12,0,25,2,0,1,0,1,6,4,34,44,1,118,2,3,2,0,1,5,6,0,1,0,1,3,0,1,2,1,1,4,0,4,3,1,4,1,2,MOUSE,OXA1
1,1,1,9,2,28,0,0,1,2,1,2,6,79,7,3,17,1,0,118,5,8,8,3,2,3,0,0,1,0,2,1,1,1,9,0,0,3,5,1,1,1,MOUSE,OXA1
1,1,4,3,1,4,1,0,3,0,0,5,9,55,9,3,23,0,2,36,0,5,4,4,1,1,0,1,6,2,3,2,1,0,9,2,0,2,0,0,0,0,MOUSE,OXA1
9,3,1,4,1,39,1,2,17,0,0,2,12,72,31,2,306,6,2,103,5,6,6,4,2,2,0,2,2,0,12,0,1,0,14,2,3,1,1,0,1,1,MOUSE,OXA1
2,1,1,4,1,38,1,0,4,1,2,4,3,39,68,1,253,4,1,2,0,14,3,9,0,3,0,0,3,1,5,1,1,1,17,2,1,0,6,1,0,1,MOUSE,OXA1
3,13,1,3,2,31,0,2,2,1,0,9,5,74,12,0,33,0,1,63,0,3,3,7,2,2,0,0,11,0,9,0,0,0,1,0,1,1,0,2,0,0,MOUSE,OXA1
1,1,3,6,0,8,2,1,2,0,0,5,4,26,11,1,390,2,1,1,0,5,10,8,0,0,0,3,0,0,4,1,1,0,7,1,0,1,7,3,3,1,MOUSE,OXA1
1,1,2,14,0,3,0,0,2,0,1,6,1,38,18,3,51,0,1,4,0,9,8,5,1,0,0,2,0,1,7,0,0,2,4,0,3,1,3,1,2,0,MOUSE,OXA1
1,0,4,12,0,3,1,0,2,3,0,1,4,29,48,0,105,0,2,2,0,13,3,8,0,0,0,3,0,1,1,0,0,0,12,0,2,1,0,4,1,0,MOUSE,OXA1
1,0,2,3,2,7,0,2,3,2,0,5,3,24,88,2,302,0,2,3,1,4,7,5,0,2,1,4,4,1,1,1,0,1,9,1,0,0,4,2,1,1,MOUSE,OXA1
3,3,4,12,1,21,0,2,4,0,2,8,4,45,18,2,363,3,0,2,1,8,9,4,0,1,0,5,3,0,0,1,0,2,8,0,0,1,2,2,5,0,MOUSE,OXA1
0,1,3,5,1,35,2,0,6,1,1,7,6,39,14,1,333,2,3,2,3,10,1,9,4,2,0,2,3,0,2,0,0,1,12,1,0,1,5,1,1,0,MOUSE,OXA1
1,0,3,12,0,24,0,1,2,1,0,2,4,57,14,3,14,3,1,34,2,13,3,6,0,1,0,4,0,0,3,1,1,3,6,4,0,0,4,0,0,0,MOUSE,OXA1
3,2,1,4,0,17,0,0,4,3,0,7,5,41,26,4,231,1,2,4,1,8,16,5,0,2,0,3,1,1,5,1,1,1,6,0,0,1,3,0,1,0,MOUSE,OXA1
0,1,1,10,1,8,3,1,2,0,2,4,2,43,12,3,229,3,2,1,1,11,10,5,1,2,0,1,1,1,0,0,0,1,16,0,0,0,1,2,1,3,MOUSE,OXA1
1,1,5,17,2,8,0,0,7,3,4,12,7,49,35,1,131,0,2,1,0,12,5,11,0,1,0,4,2,1,1,1,0,2,14,3,1,0,6,3,1,0,MOUSE,OXA1
0,2,3,5,0,12,0,0,3,2,0,11,8,44,40,2,265,0,2,0,0,6,7,3,1,1,0,3,1,0,2,0,0,3,22,1,0,1,3,0,2,0,MOUSE,OXA1
0,0,2,8,0,2,0,0,1,0,0,1,12,48,22,1,223,2,1,2,0,5,22,7,2,2,1,1,1,1,0,0,0,0,9,0,0,2,1,1,2,1,MOUSE,OXA1
